timestamp;rxkB/s;txkB/s
2018-01-25 19:11:01 UTC;24,00;48,51
2018-01-25 19:11:02 UTC;24,51;55,69
2018-01-25 19:11:03 UTC;17,11;48,79
2018-01-25 19:11:04 UTC;12,69;43,01
2018-01-25 19:11:05 UTC;13,59;45,20
2018-01-25 19:11:06 UTC;12,21;41,91
2018-01-25 19:11:07 UTC;12,29;42,37
2018-01-25 19:11:08 UTC;12,94;44,29
2018-01-25 19:11:09 UTC;12,81;45,16
2018-01-25 19:11:10 UTC;11,76;42,47
2018-01-25 19:11:11 UTC;13,48;42,30
2018-01-25 19:11:12 UTC;12,68;44,82
2018-01-25 19:11:13 UTC;12,82;42,67
2018-01-25 19:11:14 UTC;13,20;42,74
2018-01-25 19:11:15 UTC;12,63;44,81
2018-01-25 19:11:16 UTC;12,46;42,54
2018-01-25 19:11:17 UTC;11,93;43,48
2018-01-25 19:11:18 UTC;13,96;43,61
2018-01-25 19:11:19 UTC;13,09;42,72
2018-01-25 19:11:20 UTC;12,46;46,04
2018-01-25 19:11:21 UTC;12,90;40,83
2018-01-25 19:11:22 UTC;12,35;44,96
2018-01-25 19:11:23 UTC;13,21;42,03
2018-01-25 19:11:24 UTC;13,44;46,21
2018-01-25 19:11:25 UTC;13,10;41,42
2018-01-25 19:11:26 UTC;12,50;44,93
2018-01-25 19:11:27 UTC;12,47;41,53
2018-01-25 19:11:28 UTC;13,29;46,05
2018-01-25 19:11:29 UTC;12,73;43,14
2018-01-25 19:11:30 UTC;12,22;41,26
2018-01-25 19:11:31 UTC;12,66;45,77
2018-01-25 19:11:32 UTC;12,13;43,60
2018-01-25 19:11:33 UTC;14,35;42,67
2018-01-25 19:11:34 UTC;12,22;42,66
2018-01-25 19:11:35 UTC;12,54;44,95
2018-01-25 19:11:36 UTC;12,89;42,80
2018-01-25 19:11:37 UTC;12,18;41,20
2018-01-25 19:11:38 UTC;13,67;46,61
2018-01-25 19:11:39 UTC;12,71;43,39
2018-01-25 19:11:40 UTC;11,43;40,51
2018-01-25 19:11:41 UTC;13,34;45,61
2018-01-25 19:11:42 UTC;11,81;42,44
2018-01-25 19:11:43 UTC;13,48;43,45
2018-01-25 19:11:44 UTC;12,85;43,66
2018-01-25 19:11:45 UTC;12,98;41,68
2018-01-25 19:11:46 UTC;12,26;43,36
2018-01-25 19:11:47 UTC;12,39;44,47
2018-01-25 19:11:48 UTC;13,07;42,67
2018-01-25 19:11:49 UTC;12,32;42,87
2018-01-25 19:11:50 UTC;13,84;44,61
2018-01-25 19:11:51 UTC;13,34;44,00
2018-01-25 19:11:52 UTC;12,02;42,71
2018-01-25 19:11:53 UTC;13,41;44,26
2018-01-25 19:11:54 UTC;12,16;42,85
2018-01-25 19:11:55 UTC;13,27;42,36
2018-01-25 19:11:56 UTC;13,08;45,00
2018-01-25 19:11:57 UTC;12,71;42,13
2018-01-25 19:11:58 UTC;13,44;44,26
2018-01-25 19:11:59 UTC;12,80;43,34
2018-01-25 19:12:00 UTC;12,97;43,01
2018-01-25 19:12:01 UTC;13,36;44,50
2018-01-25 19:12:02 UTC;12,90;43,06
2018-01-25 19:12:03 UTC;17,42;47,97
2018-01-25 19:12:04 UTC;19,16;49,21
2018-01-25 19:12:05 UTC;17,26;50,36
2018-01-25 19:12:06 UTC;21,96;59,00
2018-01-25 19:12:07 UTC;26,00;62,09
2018-01-25 19:12:08 UTC;20,66;58,91
2018-01-25 19:12:09 UTC;20,93;63,25
2018-01-25 19:12:10 UTC;19,35;55,20
2018-01-25 19:12:11 UTC;21,69;63,82
2018-01-25 19:12:12 UTC;28,89;73,12
2018-01-25 19:12:13 UTC;29,13;74,55
2018-01-25 19:12:14 UTC;29,34;81,93
2018-01-25 19:12:15 UTC;25,92;64,19
2018-01-25 19:12:16 UTC;30,28;67,59
2018-01-25 19:12:17 UTC;18,52;64,45
2018-01-25 19:12:18 UTC;20,06;67,48
2018-01-25 19:12:19 UTC;18,46;63,82
2018-01-25 19:12:20 UTC;18,06;65,83
2018-01-25 19:12:21 UTC;20,56;65,16
2018-01-25 19:12:22 UTC;18,60;64,14
2018-01-25 19:12:23 UTC;19,84;64,99
2018-01-25 19:12:24 UTC;17,94;66,18
2018-01-25 19:12:25 UTC;18,23;61,70
2018-01-25 19:12:26 UTC;19,96;66,09
2018-01-25 19:12:27 UTC;18,75;65,14
2018-01-25 19:12:28 UTC;18,98;64,65
2018-01-25 19:12:29 UTC;18,17;65,79
2018-01-25 19:12:30 UTC;17,87;64,26
2018-01-25 19:12:31 UTC;20,49;67,25
2018-01-25 19:12:32 UTC;18,33;63,64
2018-01-25 19:12:33 UTC;19,50;65,02
2018-01-25 19:12:34 UTC;18,17;63,75
2018-01-25 19:12:35 UTC;18,74;64,92
2018-01-25 19:12:36 UTC;19,45;66,00
2018-01-25 19:12:37 UTC;18,50;65,74
2018-01-25 19:12:38 UTC;19,25;65,39
2018-01-25 19:12:39 UTC;18,97;64,73
2018-01-25 19:12:40 UTC;17,89;62,06
2018-01-25 19:12:41 UTC;19,87;67,97
2018-01-25 19:12:42 UTC;18,36;63,03
2018-01-25 19:12:43 UTC;19,03;66,95
2018-01-25 19:12:44 UTC;19,57;63,57
2018-01-25 19:12:45 UTC;18,87;64,12
2018-01-25 19:12:46 UTC;19,53;65,39
2018-01-25 19:12:47 UTC;18,01;64,92
2018-01-25 19:12:48 UTC;18,68;66,25
2018-01-25 19:12:49 UTC;18,77;64,67
2018-01-25 19:12:50 UTC;18,19;64,20
2018-01-25 19:12:51 UTC;19,72;65,98
2018-01-25 19:12:52 UTC;18,38;64,49
2018-01-25 19:12:53 UTC;19,37;65,28
2018-01-25 19:12:54 UTC;18,41;64,79
2018-01-25 19:12:55 UTC;19,18;64,90
2018-01-25 19:12:56 UTC;19,37;65,13
2018-01-25 19:12:57 UTC;18,23;64,73
2018-01-25 19:12:58 UTC;19,81;64,92
2018-01-25 19:12:59 UTC;18,28;64,09
2018-01-25 19:13:00 UTC;18,50;65,42
2018-01-25 19:13:01 UTC;19,58;65,80
2018-01-25 19:13:02 UTC;18,65;62,52
2018-01-25 19:13:03 UTC;19,15;67,53
2018-01-25 19:13:04 UTC;18,00;63,75
2018-01-25 19:13:05 UTC;19,97;65,31
2018-01-25 19:13:06 UTC;19,22;65,28
2018-01-25 19:13:07 UTC;18,38;64,58
2018-01-25 19:13:08 UTC;19,01;65,65
2018-01-25 19:13:09 UTC;19,14;64,90
2018-01-25 19:13:10 UTC;17,98;64,38
2018-01-25 19:13:11 UTC;19,77;64,89
2018-01-25 19:13:12 UTC;24,34;70,20
2018-01-25 19:13:13 UTC;26,27;78,04
2018-01-25 19:13:14 UTC;22,50;68,86
2018-01-25 19:13:15 UTC;26,24;79,64
2018-01-25 19:13:16 UTC;20,52;69,39
2018-01-25 19:13:17 UTC;19,61;69,97
2018-01-25 19:13:18 UTC;20,17;69,69
2018-01-25 19:13:19 UTC;31,16;76,34
2018-01-25 19:13:20 UTC;31,93;93,48
2018-01-25 19:13:21 UTC;38,62;100,49
2018-01-25 19:13:22 UTC;31,67;94,29
2018-01-25 19:13:23 UTC;32,73;96,97
2018-01-25 19:13:24 UTC;33,21;96,92
2018-01-25 19:13:25 UTC;30,91;97,62
2018-01-25 19:13:26 UTC;25,03;88,09
2018-01-25 19:13:27 UTC;24,36;85,50
2018-01-25 19:13:28 UTC;25,87;85,51
2018-01-25 19:13:29 UTC;24,43;86,90
2018-01-25 19:13:30 UTC;24,22;86,81
2018-01-25 19:13:31 UTC;25,74;86,84
2018-01-25 19:13:32 UTC;26,17;85,83
2018-01-25 19:13:33 UTC;25,79;88,75
2018-01-25 19:13:34 UTC;23,87;85,72
2018-01-25 19:13:35 UTC;24,63;84,16
2018-01-25 19:13:36 UTC;25,85;86,15
2018-01-25 19:13:37 UTC;24,71;88,13
2018-01-25 19:13:38 UTC;28,22;91,09
2018-01-25 19:13:39 UTC;24,78;87,00
2018-01-25 19:13:40 UTC;25,34;86,47
2018-01-25 19:13:41 UTC;24,73;87,27
2018-01-25 19:13:42 UTC;25,40;87,06
2018-01-25 19:13:43 UTC;26,27;87,58
2018-01-25 19:13:44 UTC;25,09;84,95
2018-01-25 19:13:45 UTC;24,50;86,60
2018-01-25 19:13:46 UTC;24,97;85,56
2018-01-25 19:13:47 UTC;24,84;86,61
2018-01-25 19:13:48 UTC;25,42;87,35
2018-01-25 19:13:49 UTC;24,53;86,80
2018-01-25 19:13:50 UTC;24,15;85,25
2018-01-25 19:13:51 UTC;25,92;87,15
2018-01-25 19:13:52 UTC;26,00;86,99
2018-01-25 19:13:53 UTC;25,76;87,82
2018-01-25 19:13:54 UTC;24,15;85,79
2018-01-25 19:13:55 UTC;24,87;86,49
2018-01-25 19:13:56 UTC;25,10;87,04
2018-01-25 19:13:57 UTC;23,96;85,52
2018-01-25 19:13:58 UTC;25,07;85,74
2018-01-25 19:13:59 UTC;26,69;87,41
2018-01-25 19:14:00 UTC;24,57;84,66
2018-01-25 19:14:01 UTC;25,37;88,25
2018-01-25 19:14:02 UTC;26,45;86,54
2018-01-25 19:14:03 UTC;25,87;86,50
2018-01-25 19:14:04 UTC;26,46;86,77
2018-01-25 19:14:05 UTC;25,79;86,37
2018-01-25 19:14:06 UTC;24,89;86,33
2018-01-25 19:14:07 UTC;25,11;85,31
2018-01-25 19:14:08 UTC;25,86;87,37
2018-01-25 19:14:09 UTC;24,75;85,67
2018-01-25 19:14:10 UTC;24,46;86,89
2018-01-25 19:14:11 UTC;26,00;87,30
2018-01-25 19:14:12 UTC;25,11;85,43
2018-01-25 19:14:13 UTC;25,72;86,00
2018-01-25 19:14:14 UTC;25,67;87,84
2018-01-25 19:14:15 UTC;24,91;86,34
2018-01-25 19:14:16 UTC;24,96;86,56
2018-01-25 19:14:17 UTC;24,27;86,01
2018-01-25 19:14:18 UTC;24,80;86,75
2018-01-25 19:14:19 UTC;25,25;86,57
2018-01-25 19:14:20 UTC;24,71;86,19
2018-01-25 19:14:21 UTC;24,82;86,54
2018-01-25 19:14:22 UTC;24,99;86,39
2018-01-25 19:14:23 UTC;25,52;87,52
2018-01-25 19:14:24 UTC;28,59;88,67
2018-01-25 19:14:25 UTC;35,20;102,90
2018-01-25 19:14:26 UTC;36,00;105,33
2018-01-25 19:14:27 UTC;30,76;104,93
2018-01-25 19:14:28 UTC;30,33;95,66
2018-01-25 19:14:29 UTC;33,46;107,09
2018-01-25 19:14:30 UTC;30,89;97,31
2018-01-25 19:14:31 UTC;27,85;93,79
2018-01-25 19:14:32 UTC;34,89;112,23
2018-01-25 19:14:33 UTC;40,37;117,37
2018-01-25 19:14:34 UTC;42,95;118,69
2018-01-25 19:14:35 UTC;43,18;131,86
2018-01-25 19:14:36 UTC;34,28;110,82
2018-01-25 19:14:37 UTC;36,76;119,31
2018-01-25 19:14:38 UTC;31,33;110,08
2018-01-25 19:14:39 UTC;31,15;106,16
2018-01-25 19:14:40 UTC;31,04;107,77
2018-01-25 19:14:41 UTC;32,47;107,85
2018-01-25 19:14:42 UTC;30,52;109,52
2018-01-25 19:14:43 UTC;32,21;108,55
2018-01-25 19:14:44 UTC;33,31;108,32
2018-01-25 19:14:45 UTC;30,84;106,86
2018-01-25 19:14:46 UTC;32,05;108,58
2018-01-25 19:14:47 UTC;30,91;106,96
2018-01-25 19:14:48 UTC;31,12;108,62
2018-01-25 19:14:49 UTC;31,21;107,73
2018-01-25 19:14:50 UTC;31,61;106,73
2018-01-25 19:14:51 UTC;30,57;109,31
2018-01-25 19:14:52 UTC;32,58;107,04
2018-01-25 19:14:53 UTC;31,66;108,64
2018-01-25 19:14:54 UTC;32,41;108,56
2018-01-25 19:14:55 UTC;31,49;106,78
2018-01-25 19:14:56 UTC;31,11;109,58
2018-01-25 19:14:57 UTC;30,09;107,04
2018-01-25 19:14:58 UTC;31,56;107,12
2018-01-25 19:14:59 UTC;31,88;108,26
2018-01-25 19:15:00 UTC;31,05;109,45
2018-01-25 19:15:01 UTC;31,27;108,05
2018-01-25 19:15:02 UTC;30,73;104,31
2018-01-25 19:15:03 UTC;32,62;109,53
2018-01-25 19:15:04 UTC;32,31;110,99
2018-01-25 19:15:05 UTC;32,32;107,74
2018-01-25 19:15:06 UTC;31,32;108,45
2018-01-25 19:15:07 UTC;29,59;104,98
2018-01-25 19:15:08 UTC;31,75;110,27
2018-01-25 19:15:09 UTC;31,32;107,39
2018-01-25 19:15:10 UTC;30,94;108,45
2018-01-25 19:15:11 UTC;31,91;108,47
2018-01-25 19:15:12 UTC;30,68;105,89
2018-01-25 19:15:13 UTC;32,14;110,52
2018-01-25 19:15:14 UTC;32,90;107,70
2018-01-25 19:15:15 UTC;30,88;108,89
2018-01-25 19:15:16 UTC;31,26;107,16
2018-01-25 19:15:17 UTC;29,91;107,18
2018-01-25 19:15:18 UTC;31,67;104,79
2018-01-25 19:15:19 UTC;31,68;112,22
2018-01-25 19:15:20 UTC;31,14;108,06
2018-01-25 19:15:21 UTC;31,72;108,54
2018-01-25 19:15:22 UTC;31,21;106,87
2018-01-25 19:15:23 UTC;31,42;109,33
2018-01-25 19:15:24 UTC;31,40;107,63
2018-01-25 19:15:25 UTC;31,82;108,54
2018-01-25 19:15:26 UTC;30,67;107,19
2018-01-25 19:15:27 UTC;30,30;107,74
2018-01-25 19:15:28 UTC;30,91;108,28
2018-01-25 19:15:29 UTC;32,72;108,29
2018-01-25 19:15:30 UTC;30,71;107,72
2018-01-25 19:15:31 UTC;31,69;108,25
2018-01-25 19:15:32 UTC;31,95;108,12
2018-01-25 19:15:33 UTC;36,14;111,27
2018-01-25 19:15:34 UTC;36,39;111,23
2018-01-25 19:15:35 UTC;41,58;126,19
2018-01-25 19:15:36 UTC;38,71;126,20
2018-01-25 19:15:37 UTC;35,02;114,71
2018-01-25 19:15:38 UTC;41,61;131,13
2018-01-25 19:15:39 UTC;32,95;114,20
2018-01-25 19:15:40 UTC;32,61;114,39
2018-01-25 19:15:41 UTC;32,77;114,13
2018-01-25 19:15:42 UTC;40,81;119,44
2018-01-25 19:15:43 UTC;53,62;151,56
2018-01-25 19:15:44 UTC;50,19;143,43
2018-01-25 19:15:45 UTC;59,30;176,86
2018-01-25 19:15:46 UTC;45,04;147,31
2018-01-25 19:15:47 UTC;37,57;127,94
2018-01-25 19:15:48 UTC;37,70;131,19
2018-01-25 19:15:49 UTC;36,75;126,73
2018-01-25 19:15:50 UTC;36,90;131,19
2018-01-25 19:15:51 UTC;37,68;129,44
2018-01-25 19:15:52 UTC;38,04;128,31
2018-01-25 19:15:53 UTC;38,47;131,74
2018-01-25 19:15:54 UTC;37,52;129,43
2018-01-25 19:15:55 UTC;37,82;129,80
2018-01-25 19:15:56 UTC;37,51;129,36
2018-01-25 19:15:57 UTC;36,19;128,17
2018-01-25 19:15:58 UTC;38,31;130,39
2018-01-25 19:15:59 UTC;35,93;127,31
2018-01-25 19:16:00 UTC;37,63;130,88
2018-01-25 19:16:01 UTC;37,70;130,26
2018-01-25 19:16:02 UTC;37,32;128,74
2018-01-25 19:16:03 UTC;38,30;131,08
2018-01-25 19:16:04 UTC;37,91;130,07
2018-01-25 19:16:05 UTC;38,15;129,33
2018-01-25 19:16:06 UTC;36,64;127,08
2018-01-25 19:16:07 UTC;36,69;130,14
2018-01-25 19:16:08 UTC;36,93;129,15
2018-01-25 19:16:09 UTC;37,34;131,14
2018-01-25 19:16:10 UTC;37,56;130,12
2018-01-25 19:16:11 UTC;36,32;126,79
2018-01-25 19:16:12 UTC;37,49;129,70
2018-01-25 19:16:13 UTC;38,85;132,51
2018-01-25 19:16:14 UTC;37,97;129,85
2018-01-25 19:16:15 UTC;38,67;130,13
2018-01-25 19:16:16 UTC;37,70;128,61
2018-01-25 19:16:17 UTC;35,68;128,76
2018-01-25 19:16:18 UTC;37,90;130,68
2018-01-25 19:16:19 UTC;37,74;127,63
2018-01-25 19:16:20 UTC;36,95;130,88
2018-01-25 19:16:21 UTC;36,75;128,51
2018-01-25 19:16:22 UTC;37,73;129,80
2018-01-25 19:16:23 UTC;38,51;130,54
2018-01-25 19:16:24 UTC;38,54;129,97
2018-01-25 19:16:25 UTC;37,57;129,66
2018-01-25 19:16:26 UTC;37,29;127,55
2018-01-25 19:16:27 UTC;37,16;130,37
2018-01-25 19:16:28 UTC;36,62;128,17
2018-01-25 19:16:29 UTC;37,02;130,35
2018-01-25 19:16:30 UTC;37,21;129,67
2018-01-25 19:16:31 UTC;36,77;128,70
2018-01-25 19:16:32 UTC;37,96;130,37
2018-01-25 19:16:33 UTC;38,24;130,40
2018-01-25 19:16:34 UTC;36,98;129,36
2018-01-25 19:16:35 UTC;38,56;130,11
2018-01-25 19:16:36 UTC;35,88;128,70
2018-01-25 19:16:37 UTC;36,80;129,46
2018-01-25 19:16:38 UTC;37,44;129,88
2018-01-25 19:16:39 UTC;36,75;129,24
2018-01-25 19:16:40 UTC;37,44;129,98
2018-01-25 19:16:41 UTC;38,50;129,75
2018-01-25 19:16:42 UTC;38,28;129,48
2018-01-25 19:16:43 UTC;38,12;130,50
2018-01-25 19:16:44 UTC;44,47;132,29
2018-01-25 19:16:45 UTC;45,20;148,35
2018-01-25 19:16:46 UTC;46,31;136,37
2018-01-25 19:16:47 UTC;50,83;168,25
2018-01-25 19:16:48 UTC;42,78;138,27
2018-01-25 19:16:49 UTC;45,73;154,85
2018-01-25 19:16:50 UTC;40,04;138,43
2018-01-25 19:16:51 UTC;39,80;137,78
2018-01-25 19:16:52 UTC;41,43;138,40
2018-01-25 19:16:53 UTC;41,41;138,58
2018-01-25 19:16:54 UTC;54,88;162,53
2018-01-25 19:16:55 UTC;56,88;165,98
2018-01-25 19:16:56 UTC;65,11;203,74
2018-01-25 19:16:57 UTC;45,50;151,05
2018-01-25 19:16:58 UTC;50,55;168,66
2018-01-25 19:16:59 UTC;43,66;150,54
2018-01-25 19:17:00 UTC;43,01;151,59
2018-01-25 19:17:01 UTC;42,97;151,67
2018-01-25 19:17:02 UTC;44,10;148,41
2018-01-25 19:17:03 UTC;43,44;152,70
2018-01-25 19:17:04 UTC;46,11;152,50
2018-01-25 19:17:05 UTC;44,44;150,80
2018-01-25 19:17:06 UTC;43,74;151,49
2018-01-25 19:17:07 UTC;42,62;149,16
2018-01-25 19:17:08 UTC;43,53;152,53
2018-01-25 19:17:09 UTC;43,12;149,00
2018-01-25 19:17:10 UTC;43,77;152,31
2018-01-25 19:17:11 UTC;43,03;151,91
2018-01-25 19:17:12 UTC;43,98;149,46
2018-01-25 19:17:13 UTC;49,42;158,46
2018-01-25 19:17:14 UTC;44,87;151,88
2018-01-25 19:17:15 UTC;44,38;151,08
2018-01-25 19:17:16 UTC;42,82;150,53
2018-01-25 19:17:17 UTC;43,56;151,51
2018-01-25 19:17:18 UTC;43,74;150,26
2018-01-25 19:17:19 UTC;42,70;153,13
2018-01-25 19:17:20 UTC;42,70;149,16
2018-01-25 19:17:21 UTC;42,55;150,30
2018-01-25 19:17:22 UTC;44,21;152,10
2018-01-25 19:17:23 UTC;43,39;151,64
2018-01-25 19:17:24 UTC;44,51;149,54
2018-01-25 19:17:25 UTC;44,10;153,07
2018-01-25 19:17:26 UTC;42,99;151,26
2018-01-25 19:17:27 UTC;43,28;151,15
2018-01-25 19:17:28 UTC;43,68;149,51
2018-01-25 19:17:29 UTC;42,77;152,41
2018-01-25 19:17:30 UTC;42,79;149,88
2018-01-25 19:17:31 UTC;42,14;150,72
2018-01-25 19:17:32 UTC;45,69;152,62
2018-01-25 19:17:33 UTC;44,21;150,32
2018-01-25 19:17:34 UTC;45,33;152,39
2018-01-25 19:17:35 UTC;44,61;150,74
2018-01-25 19:17:36 UTC;42,45;151,28
2018-01-25 19:17:37 UTC;44,40;151,46
2018-01-25 19:17:38 UTC;42,37;150,74
2018-01-25 19:17:39 UTC;42,73;143,84
2018-01-25 19:17:40 UTC;43,11;156,55
2018-01-25 19:17:41 UTC;41,14;151,22
2018-01-25 19:17:42 UTC;45,45;152,39
2018-01-25 19:17:43 UTC;44,05;152,02
2018-01-25 19:17:44 UTC;44,57;150,17
2018-01-25 19:17:45 UTC;43,48;151,97
2018-01-25 19:17:46 UTC;43,84;150,80
2018-01-25 19:17:47 UTC;43,71;151,47
2018-01-25 19:17:48 UTC;43,97;151,21
2018-01-25 19:17:49 UTC;43,48;150,08
2018-01-25 19:17:50 UTC;42,04;150,75
2018-01-25 19:17:51 UTC;42,51;151,28
2018-01-25 19:17:52 UTC;43,65;151,68
2018-01-25 19:17:53 UTC;44,43;152,03
2018-01-25 19:17:54 UTC;48,61;154,06
2018-01-25 19:17:55 UTC;50,12;171,52
2018-01-25 19:17:56 UTC;47,91;155,35
2018-01-25 19:17:57 UTC;44,15;154,20
2018-01-25 19:17:58 UTC;56,28;175,35
2018-01-25 19:17:59 UTC;47,09;156,72
2018-01-25 19:18:00 UTC;48,21;156,88
2018-01-25 19:18:01 UTC;46,41;175,78
2018-01-25 19:18:02 UTC;56,90;179,19
2018-01-25 19:18:03 UTC;50,58;163,95
2018-01-25 19:18:04 UTC;52,58;181,20
2018-01-25 19:18:05 UTC;48,96;164,82
2018-01-25 19:18:06 UTC;58,39;169,73
2018-01-25 19:18:07 UTC;77,36;232,48
2018-01-25 19:18:08 UTC;62,83;212,79
2018-01-25 19:18:09 UTC;49,31;173,76
2018-01-25 19:18:10 UTC;48,70;172,66
2018-01-25 19:18:11 UTC;48,41;171,32
2018-01-25 19:18:12 UTC;50,72;170,82
2018-01-25 19:18:13 UTC;50,72;174,43
2018-01-25 19:18:14 UTC;52,72;172,94
2018-01-25 19:18:15 UTC;49,42;174,70
2018-01-25 19:18:16 UTC;50,02;171,56
2018-01-25 19:18:17 UTC;49,45;170,25
2018-01-25 19:18:18 UTC;48,91;175,91
2018-01-25 19:18:19 UTC;50,90;171,98
2018-01-25 19:18:20 UTC;47,88;173,11
2018-01-25 19:18:21 UTC;50,36;170,46
2018-01-25 19:18:22 UTC;49,79;173,60
2018-01-25 19:18:23 UTC;49,80;170,04
2018-01-25 19:18:24 UTC;51,33;174,03
2018-01-25 19:18:25 UTC;49,15;173,81
2018-01-25 19:18:26 UTC;54,00;176,73
2018-01-25 19:18:27 UTC;49,05;173,00
2018-01-25 19:18:28 UTC;49,22;169,75
2018-01-25 19:18:29 UTC;49,37;175,69
2018-01-25 19:18:30 UTC;49,40;171,77
2018-01-25 19:18:31 UTC;48,86;171,81
